opportunity_id,sales_agent,manager,regional_office,product,account,deal_stage,engage_date,close_date,close_value
FW2XJG9S,Markita Hansen,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-02-15,,
R7JI95HZ,Markita Hansen,Celia Rouche,West,GTXPro,Sonron,Lost,2017-02-15,2017-05-31,0
SVCKI631,Maureen Marcano,Summer Sewald,West,GTX Basic,,Engaging,2017-02-15,,
VJ5QGP8Z,Maureen Marcano,Summer Sewald,West,MG Advanced,,Engaging,2017-02-15,,
CVKLHZEO,Moses Frase,Dustin Brinkmann,Central,GTX Basic,Genco Pura Olive Oil Company,Won,2017-02-15,2017-05-13,455
8KJZJFJ1,Reed Clapper,Rocco Neubert,East,GTX Basic,Initech,Won,2017-02-15,2017-03-03,537
W560QFJL,Reed Clapper,Rocco Neubert,East,GTX Plus Basic,Opentech,Won,2017-02-15,2017-03-04,1090
TA3PW6ZQ,Versie Hillebrand,Dustin Brinkmann,Central,MG Advanced,Stanredtax,Lost,2017-02-15,2017-05-24,0
2DVE0XCM,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Genco Pura Olive Oil Company,Won,2017-02-15,2017-03-17,60
L3UMWAX7,Vicki Laflamme,Celia Rouche,West,GTX Plus Basic,Faxquote,Lost,2017-02-15,2017-05-17,0
R2W96FGX,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-02-15,,
VOTOT8MK,Cassey Cress,Rocco Neubert,East,GTX Plus Pro,Plussunin,Won,2017-02-16,2017-06-15,6509
Y3ULGUD8,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Basic,Ron-tech,Won,2017-02-16,2017-05-18,1079
7350YGG4,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Silis,Won,2017-02-16,2017-05-29,1111
2J16RN99,Donn Cantrell,Rocco Neubert,East,GTXPro,Mathtouch,Lost,2017-02-16,2017-05-21,0
BRQRF65L,Donn Cantrell,Rocco Neubert,East,GTX Basic,Donquadtech,Won,2017-02-16,2017-03-02,462
LB6XW39X,Donn Cantrell,Rocco Neubert,East,GTX Basic,Xx-zobam,Won,2017-02-16,2017-03-04,555
WS9CXY7E,Gladys Colclough,Melvin Marxen,Central,GTX Plus Pro,Conecom,Won,2017-02-16,2017-03-01,6719
CK0MDHHM,Hayden Neloms,Celia Rouche,West,MG Advanced,Faxquote,Won,2017-02-16,2017-06-02,3281
KM1D04JS,James Ascencio,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-02-16,,
RNUH1SI8,James Ascencio,Summer Sewald,West,MG Advanced,Kan-code,Won,2017-02-16,2017-05-07,3398
BNY8MJ6L,Kary Hendrixson,Summer Sewald,West,GTX Basic,Labdrill,Engaging,2017-02-16,,
INBGKE14,Kary Hendrixson,Summer Sewald,West,GTXPro,,Engaging,2017-02-16,,
D54HETSI,Kary Hendrixson,Summer Sewald,West,GTXPro,Hottechi,Lost,2017-02-16,2017-05-14,0
JOQQZ5RH,Marty Freudenburg,Melvin Marxen,Central,GTX Basic,Domzoom,Won,2017-02-16,2017-03-01,608
90V75MDV,Niesha Huffines,Melvin Marxen,Central,GTXPro,Globex Corporation,Lost,2017-02-16,2017-05-17,0
LIIBOUUQ,Reed Clapper,Rocco Neubert,East,GTX Plus Basic,Donquadtech,Won,2017-02-16,2017-05-30,1187
5KK2SSSB,Rosie Papadopoulos,Cara Losch,East,GTX Basic,,Engaging,2017-02-16,,
UDYSM42B,Violet Mclelland,Cara Losch,East,GTX Plus Pro,Initech,Won,2017-02-16,2017-06-22,5855
V3HVIJLL,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-02-16,,
F835LA4P,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Cancity,Won,2017-02-17,2017-05-10,5068
75Q82XU7,Donn Cantrell,Rocco Neubert,East,GTX Plus Basic,Gekko & Co,Lost,2017-02-17,2017-06-13,0
AMNKCM1H,Elease Gluck,Celia Rouche,West,MG Special,Betasoloin,Engaging,2017-02-17,,
2U6QQHCC,James Ascencio,Summer Sewald,West,GTX Plus Pro,J-Texon,Won,2017-02-17,2017-06-19,4066
MMKMJ0WC,Jonathan Berthelot,Melvin Marxen,Central,GTXPro,Isdom,Won,2017-02-17,2017-06-07,4494
CZIXINO2,Kami Bicknell,Summer Sewald,West,GTX Basic,Finjob,Lost,2017-02-17,2017-05-04,0
HV7Y6184,Kami Bicknell,Summer Sewald,West,GTXPro,Nam-zim,Lost,2017-02-17,2017-05-28,0
KIHC1QJQ,Kami Bicknell,Summer Sewald,West,GTX Basic,Plexzap,Won,2017-02-17,2017-05-09,540
VBWQO6BM,Niesha Huffines,Melvin Marxen,Central,MG Advanced,Conecom,Lost,2017-02-17,2017-05-14,0
LTZCN1RA,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Domzoom,Won,2017-02-17,2017-05-19,54
84LN84VM,Vicki Laflamme,Celia Rouche,West,MG Advanced,,Engaging,2017-02-17,,
YO32O3T9,Zane Levy,Summer Sewald,West,GTXPro,Lexiqvolax,Lost,2017-02-17,2017-05-28,0
MU7JWTP6,Cassey Cress,Rocco Neubert,East,MG Special,,Engaging,2017-02-18,,
8638OV6W,Corliss Cosme,Cara Losch,East,MG Special,Zathunicon,Lost,2017-02-18,2017-05-26,0
TTJXSO57,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Hottechi,Lost,2017-02-18,2017-05-20,0
K4VP5HK4,Donn Cantrell,Rocco Neubert,East,MG Advanced,Betasoloin,Won,2017-02-18,2017-05-08,3602
10R46CSK,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Betatech,Won,2017-02-18,2017-05-07,2904
VBA34LWX,Markita Hansen,Celia Rouche,West,GTX Basic,Sonron,Won,2017-02-18,2017-05-31,571
DLJN7WG0,Marty Freudenburg,Melvin Marxen,Central,MG Special,Genco Pura Olive Oil Company,Lost,2017-02-18,2017-05-30,0
FJCCTOPN,Reed Clapper,Rocco Neubert,East,GTX Basic,Zathunicon,Won,2017-02-18,2017-06-18,492
LR6USOHL,Reed Clapper,Rocco Neubert,East,GTXPro,Zathunicon,Won,2017-02-18,2017-05-27,4545
5VAV2TUY,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,Cancity,Won,2017-02-18,2017-03-25,5614
HTD2ME9C,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Pro,Betatech,Won,2017-02-19,2017-06-12,5370
GHUCMUPL,Boris Faz,Rocco Neubert,East,GTX Basic,Zencorporation,Won,2017-02-19,2017-05-02,550
1LKY3B4X,Cassey Cress,Rocco Neubert,East,GTX Plus Basic,Yearin,Won,2017-02-19,2017-03-02,1011
7Y5E0RDL,Corliss Cosme,Cara Losch,East,MG Special,Sumace,Won,2017-02-19,2017-06-18,56
9HRMW8SL,Daniell Hammack,Rocco Neubert,East,MG Special,,Engaging,2017-02-19,,
BEQIZZ7W,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Basic,Codehow,Won,2017-02-19,2017-03-04,1217
44F8ZE41,Donn Cantrell,Rocco Neubert,East,GTX Basic,Bubba Gump,Lost,2017-02-19,2017-05-19,0
YJIH415V,Donn Cantrell,Rocco Neubert,East,MG Advanced,Kan-code,Won,2017-02-19,2017-05-10,3222
K3DQJ796,Garret Kinder,Cara Losch,East,GTX Basic,Bioplex,Lost,2017-02-19,2017-05-14,0
6QF3D2RI,Garret Kinder,Cara Losch,East,GTX Basic,Massive Dynamic,Lost,2017-02-19,2017-05-05,0
G9565UWZ,Garret Kinder,Cara Losch,East,MG Advanced,Opentech,Won,2017-02-19,2017-03-01,3348
RFKIN7FG,Jonathan Berthelot,Melvin Marxen,Central,GTX Basic,Conecom,Lost,2017-02-19,2017-05-25,0
WJQ8VD51,Kami Bicknell,Summer Sewald,West,GTX Basic,Faxquote,Engaging,2017-02-19,,
2BWZLXZ8,Kami Bicknell,Summer Sewald,West,GTXPro,Newex,Won,2017-02-19,2017-03-05,4216
1WHXI2RW,Markita Hansen,Celia Rouche,West,GTX Plus Basic,,Engaging,2017-02-19,,
G5JP0G7Q,Markita Hansen,Celia Rouche,West,MG Advanced,,Engaging,2017-02-19,,
2QHRL8CW,Moses Frase,Dustin Brinkmann,Central,GTX Basic,Stanredtax,Won,2017-02-19,2017-05-28,404
RFYAI0WA,Rosie Papadopoulos,Cara Losch,East,GTX Plus Pro,Initech,Lost,2017-02-19,2017-06-08,0
WH0DJCGL,Rosie Papadopoulos,Cara Losch,East,MG Special,Zathunicon,Lost,2017-02-19,2017-06-14,0
LCW83256,Rosie Papadopoulos,Cara Losch,East,GTXPro,Sumace,Won,2017-02-19,2017-03-04,5260
RVH3UUKY,Vicki Laflamme,Celia Rouche,West,MG Advanced,,Engaging,2017-02-19,,
IHFM8QXN,Vicki Laflamme,Celia Rouche,West,GTX Plus Basic,Kan-code,Lost,2017-02-19,2017-03-07,0
QCY951QA,Violet Mclelland,Cara Losch,East,MG Special,Donquadtech,Won,2017-02-19,2017-05-06,51
CG9VXPV1,Zane Levy,Summer Sewald,West,GTX Basic,,Engaging,2017-02-19,,
09BVA55J,Zane Levy,Summer Sewald,West,GTX Basic,Scotfind,Won,2017-02-19,2017-06-25,598
2R9HXKXT,Boris Faz,Rocco Neubert,East,GTX Plus Basic,Konex,Lost,2017-02-20,2017-05-25,0
JLK8KCNN,Boris Faz,Rocco Neubert,East,MG Special,Zathunicon,Won,2017-02-20,2017-05-24,42
SZQUBIMH,Cassey Cress,Rocco Neubert,East,GTXPro,Vehement Capital Partners,Won,2017-02-20,2017-06-07,4689
8ZYVKQ27,Cecily Lampkin,Dustin Brinkmann,Central,GTX Plus Pro,Statholdings,Won,2017-02-20,2017-06-26,5154
25A51PWG,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Gogozoom,Lost,2017-02-20,2017-05-16,0
4B4XCPHT,Donn Cantrell,Rocco Neubert,East,GTXPro,Zencorporation,Won,2017-02-20,2017-05-05,5010
5JFOA4XC,Gladys Colclough,Melvin Marxen,Central,MG Advanced,Finhigh,Won,2017-02-20,2017-06-14,3215
N5FOEJZ9,Kami Bicknell,Summer Sewald,West,GTX Basic,Nam-zim,Lost,2017-02-20,2017-06-03,0
CYWZJ2AI,Kary Hendrixson,Summer Sewald,West,GTX Plus Basic,Donquadtech,Engaging,2017-02-20,,
QTNPGKJ7,Kary Hendrixson,Summer Sewald,West,GTXPro,Hatfan,Won,2017-02-20,2017-06-26,3169
EBRWSMI0,Markita Hansen,Celia Rouche,West,GTX Plus Basic,Scotfind,Lost,2017-02-20,2017-06-27,0
4PKHDQOQ,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Pro,Funholding,Won,2017-02-20,2017-06-03,5015
3Y9SB2QK,Maureen Marcano,Summer Sewald,West,GTX Basic,Dalttechnology,Won,2017-02-20,2017-03-01,571
5MZ0O77T,Reed Clapper,Rocco Neubert,East,GTXPro,Bubba Gump,Won,2017-02-20,2017-05-16,4839
2EILEDKF,Reed Clapper,Rocco Neubert,East,MG Advanced,Massive Dynamic,Won,2017-02-20,2017-03-05,3315
J4NX9TK5,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Warephase,Won,2017-02-20,2017-05-24,60
Y7N97FW8,Vicki Laflamme,Celia Rouche,West,GTXPro,,Engaging,2017-02-20,,
0IO43YMS,Wilburn Farren,Cara Losch,East,MG Advanced,,Engaging,2017-02-20,,
5ITSLO0E,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Treequote,Won,2017-02-21,2017-03-04,999
6HG76L6U,Boris Faz,Rocco Neubert,East,GTXPro,,Engaging,2017-02-21,,
QGW0TI1U,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,Statholdings,Lost,2017-02-21,2017-06-11,0
WJC5J533,Lajuana Vencill,Dustin Brinkmann,Central,GTX Plus Pro,Finhigh,Won,2017-02-21,2017-06-04,5401
9SLINQY5,Markita Hansen,Celia Rouche,West,MG Advanced,Newex,Engaging,2017-02-21,,
1GIP77EP,Maureen Marcano,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-02-21,,
XGLMCTLG,Moses Frase,Dustin Brinkmann,Central,GTX Basic,Rundofase,Won,2017-02-21,2017-06-18,551
X6RLT30X,Reed Clapper,Rocco Neubert,East,GTX Plus Pro,Mathtouch,Lost,2017-02-21,2017-05-23,0
IVT0S1N1,Vicki Laflamme,Celia Rouche,West,GTX Basic,Faxquote,Won,2017-02-21,2017-03-20,600
NOLCZMV6,Violet Mclelland,Cara Losch,East,GTXPro,Goodsilron,Engaging,2017-02-21,,
JEPGSQC9,Violet Mclelland,Cara Losch,East,GTX Plus Pro,Bioplex,Lost,2017-02-21,2017-05-05,0
EEDHCEVZ,Boris Faz,Rocco Neubert,East,MG Special,The New York Inquirer,Lost,2017-02-22,2017-05-22,0
NHDTSMX2,Cassey Cress,Rocco Neubert,East,GTXPro,Sumace,Won,2017-02-22,2017-03-02,4711
E36CR33F,Corliss Cosme,Cara Losch,East,MG Advanced,Vehement Capital Partners,Lost,2017-02-22,2017-06-08,0
PNL17RE9,Corliss Cosme,Cara Losch,East,GTXPro,Zencorporation,Won,2017-02-22,2017-06-28,5133
B4SIVH1O,Daniell Hammack,Rocco Neubert,East,GTX Basic,Fasehatice,Engaging,2017-02-22,,
VMEVOJVL,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Sumace,Lost,2017-02-22,2017-05-17,0
5EKN0BFN,Daniell Hammack,Rocco Neubert,East,GTX Plus Pro,Zathunicon,Won,2017-02-22,2017-05-15,4848
R4LH95QS,Daniell Hammack,Rocco Neubert,East,GTXPro,Mathtouch,Won,2017-02-22,2017-03-03,4475
52CROFH2,Darcel Schlecht,Melvin Marxen,Central,GTX Basic,Betatech,Lost,2017-02-22,2017-03-05,0
REDGEUCP,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Genco Pura Olive Oil Company,Won,2017-02-22,2017-03-10,3763
6KT5HAR6,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Ron-tech,Won,2017-02-22,2017-03-05,5006
48AJ0X9E,Gladys Colclough,Melvin Marxen,Central,GTXPro,Toughzap,Won,2017-02-22,2017-06-15,4498
RA1UBXY9,Gladys Colclough,Melvin Marxen,Central,GTXPro,Warephase,Won,2017-02-22,2017-03-24,4375
ESZY10SI,Hayden Neloms,Celia Rouche,West,MG Advanced,,Engaging,2017-02-22,,
WGI2GSKJ,Hayden Neloms,Celia Rouche,West,GTX Plus Basic,J-Texon,Lost,2017-02-22,2017-05-27,0
W4BNO6UL,Hayden Neloms,Celia Rouche,West,MG Advanced,Fasehatice,Won,2017-02-22,2017-06-04,3763
S50A0C2S,Kami Bicknell,Summer Sewald,West,GTXPro,J-Texon,Lost,2017-02-22,2017-03-14,0
3H80RIHV,Kami Bicknell,Summer Sewald,West,GTX Plus Pro,Sonron,Won,2017-02-22,2017-05-10,5491
KATNS4R4,Lajuana Vencill,Dustin Brinkmann,Central,GTX Basic,Bioholding,Lost,2017-02-22,2017-05-22,0
L5U7OT6O,Markita Hansen,Celia Rouche,West,GTX Plus Pro,Y-corporation,Won,2017-02-22,2017-06-17,5503
QKVUGRN9,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,Rangreen,Lost,2017-02-22,2017-05-30,0
FNY6F0KF,Moses Frase,Dustin Brinkmann,Central,MG Special,Statholdings,Won,2017-02-22,2017-05-15,58
1W23LEWK,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2017-02-22,2017-05-27,1051
JHJEQ1U3,Niesha Huffines,Melvin Marxen,Central,GTX Plus Pro,Conecom,Won,2017-02-22,2017-03-07,5604
CPJAA632,Reed Clapper,Rocco Neubert,East,MG Advanced,Xx-zobam,Won,2017-02-22,2017-05-15,3273
Y3CYQGPH,Rosalina Dieter,Celia Rouche,West,GTX Basic,,Engaging,2017-02-22,,
Q19RWR17,Vicki Laflamme,Celia Rouche,West,GTX Basic,Rundofase,Engaging,2017-02-22,,
GVC0RLQE,Vicki Laflamme,Celia Rouche,West,GTX Plus Basic,Scotfind,Lost,2017-02-22,2017-05-11,0
9OLYBVNE,Zane Levy,Summer Sewald,West,GTX Plus Basic,Scotfind,Won,2017-02-22,2017-06-02,1220
R8N49PHN,Zane Levy,Summer Sewald,West,GTX Plus Pro,Singletechno,Won,2017-02-22,2017-03-02,5497
P5EVJUKQ,Anna Snelling,Dustin Brinkmann,Central,GTX Plus Basic,Conecom,Won,2017-02-23,2017-06-10,1056
XF4648CO,Boris Faz,Rocco Neubert,East,GTX Basic,Kan-code,Lost,2017-02-23,2017-06-16,0
24UTFDPK,Cassey Cress,Rocco Neubert,East,GTX Basic,Massive Dynamic,Won,2017-02-23,2017-03-12,572
ERYLM04D,Cecily Lampkin,Dustin Brinkmann,Central,MG Advanced,Funholding,Won,2017-02-23,2017-05-23,3668
6PW6ZQEE,Corliss Cosme,Cara Losch,East,GTX Basic,,Engaging,2017-02-23,,
IQ9W1X36,Corliss Cosme,Cara Losch,East,MG Special,Kinnamplus,Won,2017-02-23,2017-03-02,50
GSR9PIF0,Daniell Hammack,Rocco Neubert,East,MG Advanced,Silis,Won,2017-02-23,2017-05-22,3509
8477482V,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Gogozoom,Won,2017-02-23,2017-06-28,5643
VFZOL6CB,Elease Gluck,Celia Rouche,West,MG Special,Dalttechnology,Won,2017-02-23,2017-03-10,47
75ZOJ3O7,Hayden Neloms,Celia Rouche,West,MG Advanced,Finjob,Won,2017-02-23,2017-03-08,3312
1QQR82TP,James Ascencio,Summer Sewald,West,GTX Plus Pro,Goodsilron,Lost,2017-02-23,2017-06-23,0
4E5A84H1,Kami Bicknell,Summer Sewald,West,MG Advanced,,Engaging,2017-02-23,,
DR6MQSWL,Kami Bicknell,Summer Sewald,West,GTX Basic,Labdrill,Won,2017-02-23,2017-03-11,480
KAV5TU8X,Kami Bicknell,Summer Sewald,West,MG Advanced,Nam-zim,Won,2017-02-23,2017-05-06,3208
UQ86UOWY,Kary Hendrixson,Summer Sewald,West,GTX Basic,Y-corporation,Lost,2017-02-23,2017-05-04,0
A82DG6R5,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Kan-code,Won,2017-02-23,2017-05-04,5782
37FKT2ZP,Lajuana Vencill,Dustin Brinkmann,Central,GTX Plus Pro,Rangreen,Won,2017-02-23,2017-05-23,5827
03VCDZEE,Maureen Marcano,Summer Sewald,West,GTXPro,,Engaging,2017-02-23,,
MVXB9PS5,Maureen Marcano,Summer Sewald,West,GTX Basic,Newex,Lost,2017-02-23,2017-06-17,0
M2TZSYTN,Moses Frase,Dustin Brinkmann,Central,GTX Basic,Bioholding,Won,2017-02-23,2017-06-16,516
KGJL5GHX,Moses Frase,Dustin Brinkmann,Central,GTX Plus Basic,Condax,Won,2017-02-23,2017-06-06,956
IF7DSONM,Moses Frase,Dustin Brinkmann,Central,MG Special,Stanredtax,Won,2017-02-23,2017-03-15,52
RR4FWSVB,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Toughzap,Won,2017-02-23,2017-05-11,3025
C5IWM5VJ,Reed Clapper,Rocco Neubert,East,GTXPro,The New York Inquirer,Won,2017-02-23,2017-06-10,5618
9WZ3I1TF,Rosie Papadopoulos,Cara Losch,East,GTXPro,Umbrella Corporation,Won,2017-02-23,2017-05-09,4867
IO4GTLAB,Zane Levy,Summer Sewald,West,GTX Plus Basic,Kan-code,Won,2017-02-23,2017-03-14,929
7ONH55WT,Cassey Cress,Rocco Neubert,East,GTX Basic,,Engaging,2017-02-24,,
06T2UPDG,Cecily Lampkin,Dustin Brinkmann,Central,MG Special,dambase,Lost,2017-02-24,2017-06-05,0
CMKXOOJQ,Corliss Cosme,Cara Losch,East,GTX Basic,,Engaging,2017-02-24,,
9L6ADU5C,Corliss Cosme,Cara Losch,East,MG Advanced,Xx-zobam,Lost,2017-02-24,2017-05-11,0
U185INDA,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Toughzap,Won,2017-02-24,2017-05-05,5010
2AGLONC4,Donn Cantrell,Rocco Neubert,East,GTXPro,Bluth Company,Won,2017-02-24,2017-05-15,5621
TBDUMBLA,Donn Cantrell,Rocco Neubert,East,MG Advanced,Iselectrics,Won,2017-02-24,2017-05-02,3233
0AXGVKN8,Garret Kinder,Cara Losch,East,MG Special,Acme Corporation,Won,2017-02-24,2017-05-28,55
TAPNNL1W,Garret Kinder,Cara Losch,East,MG Advanced,Bioplex,Won,2017-02-24,2017-03-07,3278
R9ZAKBFE,Gladys Colclough,Melvin Marxen,Central,GTX Plus Basic,Domzoom,Won,2017-02-24,2017-03-10,1155
Y40ADYX7,Hayden Neloms,Celia Rouche,West,MG Advanced,Goodsilron,Won,2017-02-24,2017-03-11,3550
R7GVZT8J,Jonathan Berthelot,Melvin Marxen,Central,MG Advanced,Stanredtax,Lost,2017-02-24,2017-05-10,0
RSEDY99J,Jonathan Berthelot,Melvin Marxen,Central,GTX Plus Basic,Hottechi,Won,2017-02-24,2017-06-16,1055
NR947OAB,Kami Bicknell,Summer Sewald,West,GTXPro,,Engaging,2017-02-24,,
LMKNU8IZ,Markita Hansen,Celia Rouche,West,GTXPro,,Engaging,2017-02-24,,
D5NZQIWU,Markita Hansen,Celia Rouche,West,GTX Plus Basic,Sonron,Lost,2017-02-24,2017-06-20,0
Z0BGG6IJ,Markita Hansen,Celia Rouche,West,GTX Basic,Y-corporation,Won,2017-02-24,2017-05-05,595
ZCA1IRGD,Moses Frase,Dustin Brinkmann,Central,MG Advanced,Warephase,Won,2017-02-24,2017-05-06,3063
NPB8ZLEO,Vicki Laflamme,Celia Rouche,West,MG Advanced,Konex,Lost,2017-02-24,2017-05-13,0
HJIO57TA,Violet Mclelland,Cara Losch,East,MG Advanced,Massive Dynamic,Won,2017-02-24,2017-06-06,3246
U6N053E1,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Scottech,Won,2017-02-25,2017-03-02,423
R5RSH4JV,Boris Faz,Rocco Neubert,East,GTX Plus Pro,,Engaging,2017-02-25,,
MTKCJVFO,Cassey Cress,Rocco Neubert,East,GTX Basic,Initech,Won,2017-02-25,2017-06-18,542
KIP060D0,Cassey Cress,Rocco Neubert,East,GTXPro,Ontomedia,Won,2017-02-25,2017-03-08,5040
YOISPUC6,Corliss Cosme,Cara Losch,East,GTX Plus Basic,Kan-code,Lost,2017-02-25,2017-05-21,0
2MHTTXX0,Darcel Schlecht,Melvin Marxen,Central,GTX Plus Pro,Rangreen,Lost,2017-02-25,2017-06-17,0
QU4FNKZL,Darcel Schlecht,Melvin Marxen,Central,GTXPro,Statholdings,Won,2017-02-25,2017-05-09,5423
GZUKDP7F,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Cancity,Won,2017-02-25,2017-06-13,3295
S519S1EK,Donn Cantrell,Rocco Neubert,East,GTX Basic,Plussunin,Won,2017-02-25,2017-06-02,568
AL554AUI,Donn Cantrell,Rocco Neubert,East,GTX Basic,Xx-zobam,Won,2017-02-25,2017-05-26,640
MCWDHOBT,Elease Gluck,Celia Rouche,West,GTXPro,Plusstrip,Won,2017-02-25,2017-05-19,4612
GDZV8N5W,Gladys Colclough,Melvin Marxen,Central,GTXPro,Domzoom,Lost,2017-02-25,2017-05-26,0
X1D1HYMM,James Ascencio,Summer Sewald,West,GTX Plus Pro,,Engaging,2017-02-25,,
F4FLJ0WW,James Ascencio,Summer Sewald,West,GTX Plus Basic,Goodsilron,Lost,2017-02-25,2017-05-26,0
P3VM7655,Jonathan Berthelot,Melvin Marxen,Central,MG Advanced,Dontechi,Won,2017-02-25,2017-05-06,3281
5QU60VGE,Kami Bicknell,Summer Sewald,West,GTX Basic,Finjob,Lost,2017-02-25,2017-03-12,0
3CLBPMYZ,Kami Bicknell,Summer Sewald,West,GTX Plus Basic,Labdrill,Lost,2017-02-25,2017-03-08,0
G17JEA75,Kami Bicknell,Summer Sewald,West,MG Special,Rantouch,Won,2017-02-25,2017-03-11,59
BGU0JJ9X,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Scottech,Won,2017-02-25,2017-06-30,1081
U02OIJGK,Marty Freudenburg,Melvin Marxen,Central,GTX Plus Basic,Zumgoity,Won,2017-02-25,2017-05-09,962
3N7ZXGMF,Niesha Huffines,Melvin Marxen,Central,GTX Plus Basic,Codehow,Won,2017-02-25,2017-03-06,1123
0QHI3KG5,Reed Clapper,Rocco Neubert,East,MG Advanced,Xx-zobam,Won,2017-02-25,2017-06-10,3075
0WWDVOM3,Rosalina Dieter,Celia Rouche,West,MG Special,Condax,Won,2017-02-25,2017-05-09,50
QPPUCKFM,Rosalina Dieter,Celia Rouche,West,MG Special,Dalttechnology,Won,2017-02-25,2017-03-06,47
VGE4M1C9,Versie Hillebrand,Dustin Brinkmann,Central,MG Special,Globex Corporation,Lost,2017-02-25,2017-03-08,0
56XQOTXV,Versie Hillebrand,Dustin Brinkmann,Central,GTX Plus Pro,Betatech,Won,2017-02-25,2017-05-17,4494
1JC9DMNJ,Vicki Laflamme,Celia Rouche,West,MG Special,Hottechi,Lost,2017-02-25,2017-05-06,0
AK2LRFXF,Vicki Laflamme,Celia Rouche,West,MG Special,Singletechno,Won,2017-02-25,2017-03-11,61
UCK7JRXG,Vicki Laflamme,Celia Rouche,West,MG Advanced,Goodsilron,Won,2017-02-25,2017-05-13,3418
GVYF29NM,Violet Mclelland,Cara Losch,East,MG Advanced,,Engaging,2017-02-25,,
DN6SG3US,Wilburn Farren,Cara Losch,East,GTX Plus Pro,,Engaging,2017-02-25,,
WM30CUBE,Wilburn Farren,Cara Losch,East,MG Advanced,Konex,Won,2017-02-25,2017-06-02,3336
EW28ZONV,Zane Levy,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-02-25,,
8DWOWB6Y,Anna Snelling,Dustin Brinkmann,Central,GTX Basic,Betatech,Lost,2017-02-26,2017-03-16,0
BGNB966A,Boris Faz,Rocco Neubert,East,GTX Plus Pro,Mathtouch,Won,2017-02-26,2017-03-13,4766
4Q4CLZCH,Corliss Cosme,Cara Losch,East,MG Advanced,Plussunin,Lost,2017-02-26,2017-06-10,0
YQ24IWRQ,Daniell Hammack,Rocco Neubert,East,GTX Basic,Ganjaflex,Won,2017-02-26,2017-05-27,592
Z30RS0CL,Donn Cantrell,Rocco Neubert,East,GTX Basic,Iselectrics,Lost,2017-02-26,2017-06-01,0
FRB34F3W,Elease Gluck,Celia Rouche,West,MG Special,Green-Plus,Lost,2017-02-26,2017-05-24,0
CGEHFK9N,Gladys Colclough,Melvin Marxen,Central,GTXPro,Treequote,Lost,2017-02-26,2017-05-29,0
4A189ZAB,Gladys Colclough,Melvin Marxen,Central,GTXPro,Dontechi,Won,2017-02-26,2017-06-08,5142
0HELH2Q0,James Ascencio,Summer Sewald,West,GTX Plus Basic,Cheers,Lost,2017-02-26,2017-05-29,0
9E8A7MQ8,Kary Hendrixson,Summer Sewald,West,GTX Plus Pro,Blackzim,Engaging,2017-02-26,,
HG5P21RO,Lajuana Vencill,Dustin Brinkmann,Central,MG Advanced,Gogozoom,Lost,2017-02-26,2017-05-08,0
MGP9HCUL,Markita Hansen,Celia Rouche,West,GTX Plus Basic,Plexzap,Lost,2017-02-26,2017-06-16,0
HVZMZW96,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-02-26,,
1H1YDS7C,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,,Engaging,2017-02-26,,
FZC2J90W,Maureen Marcano,Summer Sewald,West,MG Advanced,Bluth Company,Engaging,2017-02-26,,
XX84TIMO,Maureen Marcano,Summer Sewald,West,GTX Plus Basic,Faxquote,Lost,2017-02-26,2017-06-26,0
